"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"107","sunflower","sunflower","",NA,NA,NA,"","","",FALSE,"1.1","","","sunflower","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"108","engelmannia peristenia","engelmannia","","peristenia",NA,NA,"","","gcc-124389",TRUE,"1.1","Accepted","Compositae","Engelmannia","","peristenia","","","(Raf.) Goodman & C.A.Lawson","gcc-124389","Accepted",FALSE,FALSE,FALSE,2019-08-12
"109","winecup","winecup","",NA,NA,NA,"","","",FALSE,"1.1","","","winecup","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"110","gallardia pulchella","gallardia","","pulchella",NA,NA,"","","",FALSE,"1.1","","","gallardia","","pulchella",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"111","ruebeckia hirta","ruebeckia","","hirta",NA,NA,"","","",FALSE,"1.1","","","ruebeckia","","hirta",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"112","glandularia bipinnatifida","glandularia","","bipinnatifida",NA,NA,"","","kew-89924",TRUE,"1.1","Accepted","Verbenaceae","Glandularia","","bipinnatifida","","","(Schauer) Nutt.","kew-89924","Accepted",FALSE,FALSE,FALSE,2019-08-12
"113","monorda citriodora","monorda","","citriodora",NA,NA,"","","",FALSE,"1.1","","","monorda","","citriodora",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"114","melilotus albus","melilotus","","albus",NA,NA,"","","ild-7888",TRUE,"1.1","Accepted","Leguminosae","Melilotus","","albus","","","Medik.","ild-7888","Accepted",FALSE,FALSE,FALSE,2019-08-12
"115","lobularia maritima","lobularia","","maritima",NA,NA,"","","kew-2338457",TRUE,"1.1","Accepted","Brassicaceae","Lobularia","","maritima","","","(L.) Desv.","kew-2338457","Accepted",FALSE,FALSE,FALSE,2019-08-12
"116","rudbeckia hirta","rudbeckia","","hirta",NA,NA,"","","gcc-126702",TRUE,"1.1","Accepted","Compositae","Rudbeckia","","hirta","","","L.","gcc-126702","Accepted",FALSE,FALSE,FALSE,2019-08-12
"117","hemerocallis fulva","hemerocallis","","fulva",NA,NA,"","","kew-277643",TRUE,"1.1","Accepted","Xanthorrhoeaceae","Hemerocallis","","fulva","","","(L.) L.","kew-277643","Accepted",FALSE,FALSE,FALSE,2019-08-12
"118","origanum vulgare","origanum","","vulgare",NA,NA,"","","kew-143954",TRUE,"1.1","Accepted","Lamiaceae","Origanum","","vulgare","","","L.","kew-143954","Accepted",FALSE,FALSE,FALSE,2019-08-12
"119","echinacea purpurea","echinacea","","purpurea",NA,NA,"","","gcc-135149",TRUE,"1.1","Accepted","Compositae","Echinacea","","purpurea","","","(L.) Moench","gcc-135149","Accepted",FALSE,FALSE,FALSE,2019-08-12
"120","origanum sp?","origanum","","sp?",NA,NA,"","","",FALSE,"1.1","","","origanum","","sp?",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"121","pavonia lasiopetala","pavonia","","lasiopetala",NA,NA,"","","tro-19601063",TRUE,"1.1","Accepted","Malvaceae","Pavonia","","lasiopetala","","","Scheele","tro-19601063","Accepted",FALSE,FALSE,FALSE,2019-08-12
"122","monarda citriodors","monarda","","citriodors",NA,NA,"","","kew-129163",TRUE,"1.1","Accepted","Lamiaceae","Monarda","","citriodora","","","Cerv. ex Lag.","kew-129163","Accepted",TRUE,FALSE,FALSE,2019-08-12
"123","rudbeckia hirta","rudbeckia","","hirta",NA,NA,"","","gcc-126702",TRUE,"1.1","Accepted","Compositae","Rudbeckia","","hirta","","","L.","gcc-126702","Accepted",FALSE,FALSE,FALSE,2019-08-12
"124","melampodium leucanthum","melampodium","","leucanthum",NA,NA,"","","gcc-124679",TRUE,"1.1","Accepted","Compositae","Melampodium","","leucanthum","","","Torr. & A.Gray","gcc-124679","Accepted",FALSE,FALSE,FALSE,2019-08-12
"125","caesalpinia pulcherrima","caesalpinia","","pulcherrima",NA,NA,"","","ild-949",TRUE,"1.1","Accepted","Leguminosae","Caesalpinia","","pulcherrima","","","(L.) Sw.","ild-949","Accepted",FALSE,FALSE,FALSE,2019-08-12
"126","bumelia lanuginosa","bumelia","","lanuginosa",NA,NA,"","","kew-27897",TRUE,"1.1","Synonym","Sapotaceae","Sideroxylon","","lanuginosum","","","Michx.","kew-191965","Accepted",FALSE,FALSE,FALSE,2019-08-12
"127","geranium","geranium","",NA,NA,NA,"","","",FALSE,"1.1","","","geranium","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"128","lantana","lantana","",NA,NA,NA,"","","",FALSE,"1.1","","","lantana","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"129","gazania daisy","gazania","","daisy",NA,NA,"","","",FALSE,"1.1","","","gazania","","daisy",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"130","leucophyllum frutescens","leucophyllum","","frutescens",NA,NA,"","","tro-29201024",TRUE,"1.1","Accepted","Scrophulariaceae","Leucophyllum","","frutescens","","","(Berland.) I.M. Johnst.","tro-29201024","Accepted",FALSE,FALSE,FALSE,2019-08-12
"131","hesperoaloe parviflora","hesperoaloe","","parviflora",NA,NA,"","","",FALSE,"1.1","","","hesperoaloe","","parviflora",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"132","oenothera speciosa","oenothera","","speciosa",NA,NA,"","","kew-2399493",TRUE,"1.1","Accepted","Onagraceae","Oenothera","","speciosa","","","Nutt.","kew-2399493","Accepted",FALSE,FALSE,FALSE,2019-08-12
"133","impatiens","impatiens","",NA,NA,NA,"","","",FALSE,"1.1","","","impatiens","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"134","impatiens","impatiens","",NA,NA,NA,"","","",FALSE,"1.1","","","impatiens","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"135","convolvulus arvensis","convolvulus","","arvensis",NA,NA,"","","tro-8500005",TRUE,"1.1","Accepted","Convolvulaceae","Convolvulus","","arvensis","","","L.","tro-8500005","Accepted",FALSE,FALSE,FALSE,2019-08-12
"136","daylily","daylily","",NA,NA,NA,"","","",FALSE,"1.1","","","daylily","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"137","tuberous begonia","tuberous","","begonia",NA,NA,"","","",FALSE,"1.1","","","tuberous","","begonia",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"138","echinacea purpurea","echinacea","","purpurea",NA,NA,"","","gcc-135149",TRUE,"1.1","Accepted","Compositae","Echinacea","","purpurea","","","(L.) Moench","gcc-135149","Accepted",FALSE,FALSE,FALSE,2019-08-12
"139","origanun vulgare","origanun","","vulgare",NA,NA,"","","",FALSE,"1.1","","","origanun","","vulgare",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"140","lobularia maritima","lobularia","","maritima",NA,NA,"","","kew-2338457",TRUE,"1.1","Accepted","Brassicaceae","Lobularia","","maritima","","","(L.) Desv.","kew-2338457","Accepted",FALSE,FALSE,FALSE,2019-08-12
"141","rudbeckia hirta","rudbeckia","","hirta",NA,NA,"","","gcc-126702",TRUE,"1.1","Accepted","Compositae","Rudbeckia","","hirta","","","L.","gcc-126702","Accepted",FALSE,FALSE,FALSE,2019-08-12
"142","hemerocallis fulva","hemerocallis","","fulva",NA,NA,"","","kew-277643",TRUE,"1.1","Accepted","Xanthorrhoeaceae","Hemerocallis","","fulva","","","(L.) L.","kew-277643","Accepted",FALSE,FALSE,FALSE,2019-08-12
"143","thymus vulgaris","thymus","","vulgaris",NA,NA,"","","kew-205645",TRUE,"1.1","Accepted","Lamiaceae","Thymus","","vulgaris","","","L.","kew-205645","Accepted",FALSE,FALSE,FALSE,2019-08-12
"144","basil","basil","",NA,NA,NA,"","","",FALSE,"1.1","","","basil","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"145","curassavica asclepias","curassavica","","asclepias",NA,NA,"","","",FALSE,"1.1","","","curassavica","","asclepias",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"146","oenothera lindheimeri","oenothera","","lindheimeri",NA,NA,"","","tro-50313862",TRUE,"1.1","Synonym","Onagraceae","Gaura","","lindheimeri","","","Engelm. & A.Gray","kew-2818180","Accepted",FALSE,FALSE,FALSE,2019-08-12
"147","zinnias","zinnias","",NA,NA,NA,"","","",FALSE,"1.1","","","zinnias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"148","lantana depressa","lantana","","depressa",NA,NA,"","","kew-108014",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","depressa","","","Small","kew-108014","Accepted",FALSE,FALSE,FALSE,2019-08-12
"149","gaillardia pulchella","gaillardia","","pulchella",NA,NA,"","","gcc-120122",TRUE,"1.1","Accepted","Compositae","Gaillardia","","pulchella","","","Foug.","gcc-120122","Accepted",FALSE,FALSE,FALSE,2019-08-12
"150","callicarpa americana","callicarpa","","americana",NA,NA,"","","kew-30660",TRUE,"1.1","Accepted","Lamiaceae","Callicarpa","","americana","","","L.","kew-30660","Accepted",FALSE,FALSE,FALSE,2019-08-12
"151","lavandula sp.","lavandula","","sp.",NA,NA,"","","",FALSE,"1.1","","","lavandula","","sp.",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"152","monarda fistulosa","monarda","","fistulosa",NA,NA,"","","kew-129185",TRUE,"1.1","Accepted","Lamiaceae","Monarda","","fistulosa","","","L.","kew-129185","Accepted",FALSE,FALSE,FALSE,2019-08-12
"153","monarda citriodora","monarda","","citriodora",NA,NA,"","","kew-129163",TRUE,"1.1","Accepted","Lamiaceae","Monarda","","citriodora","","","Cerv. ex Lag.","kew-129163","Accepted",FALSE,FALSE,FALSE,2019-08-12
"154","rudbeckia hirta","rudbeckia","","hirta",NA,NA,"","","gcc-126702",TRUE,"1.1","Accepted","Compositae","Rudbeckia","","hirta","","","L.","gcc-126702","Accepted",FALSE,FALSE,FALSE,2019-08-12
"155","pavonia lasiopetala","pavonia","","lasiopetala",NA,NA,"","","tro-19601063",TRUE,"1.1","Accepted","Malvaceae","Pavonia","","lasiopetala","","","Scheele","tro-19601063","Accepted",FALSE,FALSE,FALSE,2019-08-12
"156","echinacea","echinacea","",NA,NA,NA,"","","",FALSE,"1.1","","","echinacea","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"157","teucrium canadense","teucrium","","canadense",NA,NA,"","","kew-202732",TRUE,"1.1","Accepted","Lamiaceae","Teucrium","","canadense","","","L.","kew-202732","Accepted",FALSE,FALSE,FALSE,2019-08-12
"158","mondara","mondara","",NA,NA,NA,"","","",FALSE,"1.1","","","mondara","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"159","cephalanthus occidentalis","cephalanthus","","occidentalis",NA,NA,"","","kew-36721",TRUE,"1.1","Accepted","Rubiaceae","Cephalanthus","","occidentalis","","","L.","kew-36721","Accepted",FALSE,FALSE,FALSE,2019-08-12
"160","geranium","geranium","",NA,NA,NA,"","","",FALSE,"1.1","","","geranium","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"161","lantana","lantana","",NA,NA,NA,"","","",FALSE,"1.1","","","lantana","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"162","gazania","gazania","",NA,NA,NA,"","","",FALSE,"1.1","","","gazania","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"163","leucophyllum frutescens","leucophyllum","","frutescens",NA,NA,"","","tro-29201024",TRUE,"1.1","Accepted","Scrophulariaceae","Leucophyllum","","frutescens","","","(Berland.) I.M. Johnst.","tro-29201024","Accepted",FALSE,FALSE,FALSE,2019-08-12
"164","hesperaloe parviflora","hesperaloe","","parviflora",NA,NA,"","","kew-277924",TRUE,"1.1","Accepted","Asparagaceae","Hesperaloe","","parviflora","","","(Torr.) J.M.Coult.","kew-277924","Accepted",FALSE,FALSE,FALSE,2019-08-12
"165","oenothera speciosa","oenothera","","speciosa",NA,NA,"","","kew-2399493",TRUE,"1.1","Accepted","Onagraceae","Oenothera","","speciosa","","","Nutt.","kew-2399493","Accepted",FALSE,FALSE,FALSE,2019-08-12
"166","impatiens","impatiens","",NA,NA,NA,"","","",FALSE,"1.1","","","impatiens","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"167","impatiens","impatiens","",NA,NA,NA,"","","",FALSE,"1.1","","","impatiens","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"168","convolvulus arvensis","convolvulus","","arvensis",NA,NA,"","","tro-8500005",TRUE,"1.1","Accepted","Convolvulaceae","Convolvulus","","arvensis","","","L.","tro-8500005","Accepted",FALSE,FALSE,FALSE,2019-08-12
"169","daylily","daylily","",NA,NA,NA,"","","",FALSE,"1.1","","","daylily","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"170","tuberous begonia","tuberous","","begonia",NA,NA,"","","",FALSE,"1.1","","","tuberous","","begonia",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"171","hibiscus","hibiscus","",NA,NA,NA,"","","",FALSE,"1.1","","","hibiscus","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"172","rose","rose","",NA,NA,NA,"","","",FALSE,"1.1","","","rose","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"173","hibiscus","hibiscus","",NA,NA,NA,"","","",FALSE,"1.1","","","hibiscus","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"174","english thyme","english","","thyme",NA,NA,"","","",FALSE,"1.1","","","english","","thyme",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"175","sweet basil","sweet","","basil",NA,NA,"","","",FALSE,"1.1","","","sweet","","basil",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"176","curassivica asclepias","curassivica","","asclepias",NA,NA,"","","",FALSE,"1.1","","","curassivica","","asclepias",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"177","oenothera lindheimeri","oenothera","","lindheimeri",NA,NA,"","","tro-50313862",TRUE,"1.1","Synonym","Onagraceae","Gaura","","lindheimeri","","","Engelm. & A.Gray","kew-2818180","Accepted",FALSE,FALSE,FALSE,2019-08-12
"178","salvia sylvestris 'may night'","salvia","","sylvestris",NA,NA,"night'","'may","kew-183960",FALSE,"1.1","Synonym","Lamiaceae","Salvia","","arrabidae","","","Steud.","kew-182023","Unresolved",FALSE,FALSE,TRUE,2019-08-12
"179","achillea millefolium,","achillea","","millefolium,",NA,NA,"","","gcc-140712",TRUE,"1.1","Accepted","Compositae","Achillea","","millefolium","","","L.","gcc-140712","Accepted",TRUE,FALSE,FALSE,2019-08-12
"180","conoclinium greggii","conoclinium","","greggii",NA,NA,"","","gcc-114425",TRUE,"1.1","Accepted","Compositae","Conoclinium","","greggii","","","(A.Gray) Small","gcc-114425","Accepted",FALSE,FALSE,FALSE,2019-08-12
"181","lantana camara","lantana","","camara",NA,NA,"","","kew-107934",TRUE,"1.1","Accepted","Verbenaceae","Lantana","","camara","","","L.","kew-107934","Accepted",FALSE,FALSE,FALSE,2019-08-12
"182","salvia greggii","salvia","","greggii",NA,NA,"","","kew-182763",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","greggii","","","A.Gray","kew-182763","Accepted",FALSE,FALSE,FALSE,2019-08-12
"183","salvia guaranitica","salvia","","guaranitica",NA,NA,"","","kew-182769",TRUE,"1.1","Synonym","Lamiaceae","Salvia","","coerulea","","","Benth.","kew-182389","Accepted",FALSE,FALSE,FALSE,2019-08-12
"184","echinacea purpurea","echinacea","","purpurea",NA,NA,"","","gcc-135149",TRUE,"1.1","Accepted","Compositae","Echinacea","","purpurea","","","(L.) Moench","gcc-135149","Accepted",FALSE,FALSE,FALSE,2019-08-12
"185","catnip","catnip","",NA,NA,NA,"","","",FALSE,"1.1","","","catnip","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"186","thymus vulgaris","thymus","","vulgaris",NA,NA,"","","kew-205645",TRUE,"1.1","Accepted","Lamiaceae","Thymus","","vulgaris","","","L.","kew-205645","Accepted",FALSE,FALSE,FALSE,2019-08-12
"187","basil","basil","",NA,NA,NA,"","","",FALSE,"1.1","","","basil","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"188","curassavica asclepias","curassavica","","asclepias",NA,NA,"","","",FALSE,"1.1","","","curassavica","","asclepias",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"189","or others lindheimer","or","","others",NA,NA,"lindheimer","","",FALSE,"1.1","","","or","","others",NA,"lindheimer","","","",FALSE,FALSE,FALSE,2019-08-12
"190","conoclunium coelestinum","conoclunium","","coelestinum",NA,NA,"","","",FALSE,"1.1","","","conoclunium","","coelestinum",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"191","zinnias","zinnias","",NA,NA,NA,"","","",FALSE,"1.1","","","zinnias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"192","echinacea purpurea","echinacea","","purpurea",NA,NA,"","","gcc-135149",TRUE,"1.1","Accepted","Compositae","Echinacea","","purpurea","","","(L.) Moench","gcc-135149","Accepted",FALSE,FALSE,FALSE,2019-08-12
"193","oenothora lindheimeri","oenothora","","lindheimeri",NA,NA,"","","",FALSE,"1.1","","","oenothora","","lindheimeri",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"194","salvia divinorum","salvia","","divinorum",NA,NA,"","","kew-182532",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","divinorum","","","Epling & Játiva","kew-182532","Accepted",FALSE,FALSE,FALSE,2019-08-12
"195","rudbeckia hirta","rudbeckia","","hirta",NA,NA,"","","gcc-126702",TRUE,"1.1","Accepted","Compositae","Rudbeckia","","hirta","","","L.","gcc-126702","Accepted",FALSE,FALSE,FALSE,2019-08-12
"196","nepeta cataria","nepeta","","cataria",NA,NA,"","","kew-134509",TRUE,"1.1","Accepted","Lamiaceae","Nepeta","","cataria","","","L.","kew-134509","Accepted",FALSE,FALSE,FALSE,2019-08-12
"197","geranium","geranium","",NA,NA,NA,"","","",FALSE,"1.1","","","geranium","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"198","tuberous begonia","tuberous","","begonia",NA,NA,"","","",FALSE,"1.1","","","tuberous","","begonia",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"199","lantana","lantana","",NA,NA,NA,"","","",FALSE,"1.1","","","lantana","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"200","gazania","gazania","",NA,NA,NA,"","","",FALSE,"1.1","","","gazania","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"201","gazania","gazania","",NA,NA,NA,"","","",FALSE,"1.1","","","gazania","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"202","leucophyllum frutescens","leucophyllum","","frutescens",NA,NA,"","","tro-29201024",TRUE,"1.1","Accepted","Scrophulariaceae","Leucophyllum","","frutescens","","","(Berland.) I.M. Johnst.","tro-29201024","Accepted",FALSE,FALSE,FALSE,2019-08-12
"203","hesperaloe parviflora","hesperaloe","","parviflora",NA,NA,"","","kew-277924",TRUE,"1.1","Accepted","Asparagaceae","Hesperaloe","","parviflora","","","(Torr.) J.M.Coult.","kew-277924","Accepted",FALSE,FALSE,FALSE,2019-08-12
"204","oenothera speciosa","oenothera","","speciosa",NA,NA,"","","kew-2399493",TRUE,"1.1","Accepted","Onagraceae","Oenothera","","speciosa","","","Nutt.","kew-2399493","Accepted",FALSE,FALSE,FALSE,2019-08-12
"205","convolvulus arvensis","convolvulus","","arvensis",NA,NA,"","","tro-8500005",TRUE,"1.1","Accepted","Convolvulaceae","Convolvulus","","arvensis","","","L.","tro-8500005","Accepted",FALSE,FALSE,FALSE,2019-08-12
"206","impatiens","impatiens","",NA,NA,NA,"","","",FALSE,"1.1","","","impatiens","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"207","impatiens","impatiens","",NA,NA,NA,"","","",FALSE,"1.1","","","impatiens","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"208","rose","rose","",NA,NA,NA,"","","",FALSE,"1.1","","","rose","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"209","hibiscus","hibiscus","",NA,NA,NA,"","","",FALSE,"1.1","","","hibiscus","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"210","bulb one frutescens","bulb","","one",NA,NA,"frutescens","","",FALSE,"1.1","","","bulb","","one",NA,"frutescens","","","",FALSE,FALSE,FALSE,2019-08-12
"211","milkweed, asclepias tuberosa","milkweed,","","asclepias",NA,NA,"tuberosa","","",FALSE,"1.1","","","milkweed,","","asclepias",NA,"tuberosa","","","",FALSE,FALSE,FALSE,2019-08-12
"212","tecoma stans","tecoma","","stans",NA,NA,"","","kew-318412",TRUE,"1.1","Accepted","Bignoniaceae","Tecoma","","stans","","","(L.) Juss. ex Kunth","kew-318412","Accepted",FALSE,FALSE,FALSE,2019-08-12
"213","salvia gregii","salvia","","gregii",NA,NA,"","","kew-182763",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","greggii","","","A.Gray","kew-182763","Accepted",TRUE,FALSE,FALSE,2019-08-12
"214","vitex","vitex","",NA,NA,NA,"","","",FALSE,"1.1","","","vitex","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"215","plumbago auriculata","plumbago","","auriculata",NA,NA,"","","kew-2570524",TRUE,"1.1","Accepted","Plumbaginaceae","Plumbago","","auriculata","","","Lam.","kew-2570524","Accepted",FALSE,FALSE,FALSE,2019-08-12
"216","vitex","vitex","",NA,NA,NA,"","","",FALSE,"1.1","","","vitex","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"217","salvia","salvia","",NA,NA,NA,"","","",FALSE,"1.1","","","salvia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"218","anisaccanthus quadrifidus","anisaccanthus","","quadrifidus",NA,NA,"","","",FALSE,"1.1","","","anisaccanthus","","quadrifidus",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"219","phlox","phlox","",NA,NA,NA,"","","",FALSE,"1.1","","","phlox","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"220","asclepias","asclepias","",NA,NA,NA,"","","",FALSE,"1.1","","","asclepias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"221","salvia sylvestris '","salvia","","sylvestris",NA,NA,"","'","kew-183961",TRUE,"1.1","Accepted","Lamiaceae","Salvia","×","sylvestris","","","L.","kew-183961","Accepted",FALSE,FALSE,FALSE,2019-08-12
"222","salvia hybrid","salvia","","hybrid",NA,NA,"","","kew-182850",TRUE,"1.1","Unresolved","Lamiaceae","Salvia","×","hybrida","","","Schur","kew-182850","Unresolved",TRUE,FALSE,FALSE,2019-08-12
"223","salvia hybrid","salvia","","hybrid",NA,NA,"","","kew-182850",TRUE,"1.1","Unresolved","Lamiaceae","Salvia","×","hybrida","","","Schur","kew-182850","Unresolved",TRUE,FALSE,FALSE,2019-08-12
"224","centaurea americana","centaurea","","americana",NA,NA,"","","gcc-98023",TRUE,"1.1","Synonym","Compositae","Centaurea","","melitensis","","","L.","gcc-105188","Accepted",FALSE,FALSE,FALSE,2019-08-12
"225","monorda citriodora","monorda","","citriodora",NA,NA,"","","",FALSE,"1.1","","","monorda","","citriodora",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"226","common sunflower","common","","sunflower",NA,NA,"","","",FALSE,"1.1","","","common","","sunflower",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"227","engelmannia peristenia","engelmannia","","peristenia",NA,NA,"","","gcc-124389",TRUE,"1.1","Accepted","Compositae","Engelmannia","","peristenia","","","(Raf.) Goodman & C.A.Lawson","gcc-124389","Accepted",FALSE,FALSE,FALSE,2019-08-12
"228","callirhoe","callirhoe","",NA,NA,NA,"","","",FALSE,"1.1","","","callirhoe","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"229","gallardia pulchella","gallardia","","pulchella",NA,NA,"","","",FALSE,"1.1","","","gallardia","","pulchella",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"230","angus cadtus","angus","","cadtus",NA,NA,"","","",FALSE,"1.1","","","angus","","cadtus",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"231","rudbeckia hirta","rudbeckia","","hirta",NA,NA,"","","gcc-126702",TRUE,"1.1","Accepted","Compositae","Rudbeckia","","hirta","","","L.","gcc-126702","Accepted",FALSE,FALSE,FALSE,2019-08-12
"232","glandularia bipinnatifida","glandularia","","bipinnatifida",NA,NA,"","","kew-89924",TRUE,"1.1","Accepted","Verbenaceae","Glandularia","","bipinnatifida","","","(Schauer) Nutt.","kew-89924","Accepted",FALSE,FALSE,FALSE,2019-08-12
"233","asclepias curassavica","asclepias","","curassavica",NA,NA,"","","kew-2654713",TRUE,"1.1","Accepted","Apocynaceae","Asclepias","","curassavica","","","L.","kew-2654713","Accepted",FALSE,FALSE,FALSE,2019-08-12
"234","monarda","monarda","",NA,NA,NA,"","","",FALSE,"1.1","","","monarda","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"235","ratibida columnifera","ratibida","","columnifera",NA,NA,"","","gcc-40309",TRUE,"1.1","Accepted","Compositae","Ratibida","","columnifera","","","(Nutt.) Wooton & Standl.","gcc-40309","Accepted",FALSE,FALSE,FALSE,2019-08-12
"236","ageratum","ageratum","",NA,NA,NA,"","","",FALSE,"1.1","","","ageratum","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"237","salvia sylvestris","salvia","","sylvestris",NA,NA,"","","kew-183960",TRUE,"1.1","Synonym","Lamiaceae","Salvia","","arrabidae","","","Steud.","kew-182023","Unresolved",FALSE,FALSE,FALSE,2019-08-12
"238","achillea millefolium","achillea","","millefolium",NA,NA,"","","gcc-140712",TRUE,"1.1","Accepted","Compositae","Achillea","","millefolium","","","L.","gcc-140712","Accepted",FALSE,FALSE,FALSE,2019-08-12
"239","zinnias","zinnias","",NA,NA,NA,"","","",FALSE,"1.1","","","zinnias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"240","sweet basil","sweet","","basil",NA,NA,"","","",FALSE,"1.1","","","sweet","","basil",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"241","english thyme","english","","thyme",NA,NA,"","","",FALSE,"1.1","","","english","","thyme",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"242","white guara","white","","guara",NA,NA,"","","",FALSE,"1.1","","","white","","guara",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"243","butterfly weed","butterfly","","weed",NA,NA,"","","",FALSE,"1.1","","","butterfly","","weed",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"244","abelia","abelia","",NA,NA,NA,"","","",FALSE,"1.1","","","abelia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"245","vitex","vitex","",NA,NA,NA,"","","",FALSE,"1.1","","","vitex","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"246","phlox","phlox","",NA,NA,NA,"","","",FALSE,"1.1","","","phlox","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"247","asclepias","asclepias","",NA,NA,NA,"","","",FALSE,"1.1","","","asclepias","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"248","abelia","abelia","",NA,NA,NA,"","","",FALSE,"1.1","","","abelia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
