"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"2250","salvia x sylvestris","salvia","×","sylvestris",NA,NA,"","","kew-183961",TRUE,"1.1","Accepted","Lamiaceae","Salvia","×","sylvestris","","","L.","kew-183961","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2251","pentas lanceolata","pentas","","lanceolata",NA,NA,"","","kew-149975",TRUE,"1.1","Accepted","Rubiaceae","Pentas","","lanceolata","","","(Forssk.) Deflers","kew-149975","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2252","coreopsis verticillata zagreb","coreopsis","","verticillata",NA,NA,"zagreb","","gcc-78581",FALSE,"1.1","Accepted","Compositae","Coreopsis","","verticillata","","","L.","gcc-78581","Accepted",FALSE,FALSE,TRUE,2019-08-12
"2253","leucanthemum × superbum","leucanthemum","×","superbum",NA,NA,"","","gcc-26467",TRUE,"1.1","Accepted","Compositae","Leucanthemum","×","superbum","","","(Bergmans ex J.W.Ingram) D.H.Kent","gcc-26467","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2254","perovskia atriplicifolia","perovskia","","atriplicifolia",NA,NA,"","","kew-150582",TRUE,"1.1","Accepted","Lamiaceae","Perovskia","","atriplicifolia","","","Benth.","kew-150582","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2255","allium 'millenium'","allium","","'millenium'",NA,NA,"","","",FALSE,"1.1","","","allium","","'millenium'",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2256","nepeta x faassenii '","nepeta","×","faassenii",NA,NA,"","'","tro-50308384",TRUE,"1.1","Accepted","Lamiaceae","Nepeta","×","faasenii","","","Bergmans ex Stearn","tro-50308384","Accepted",TRUE,FALSE,FALSE,2019-08-12
"2257","phlox paniculata '","phlox","","paniculata",NA,NA,"","'","tro-25800423",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","paniculata","","","L.","tro-25800423","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2258","echinacea magnus","echinacea","","magnus",NA,NA,"","","",FALSE,"1.1","","","echinacea","","magnus",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2259","rudbeciak 'goldsturm","rudbeciak","","'goldsturm",NA,NA,"","","",FALSE,"1.1","","","rudbeciak","","'goldsturm",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2260","stokesia laev","stokesia","","laev",NA,NA,"","","gcc-121074",TRUE,"1.1","Accepted","Compositae","Stokesia","","laevis","","","(Hill) Greene","gcc-121074","Accepted",TRUE,FALSE,FALSE,2019-08-12
"2261","asclepias curassavica","asclepias","","curassavica",NA,NA,"","","kew-2654713",TRUE,"1.1","Accepted","Apocynaceae","Asclepias","","curassavica","","","L.","kew-2654713","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2262","phlox panniculata","phlox","","panniculata",NA,NA,"","","tro-25800423",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","paniculata","","","L.","tro-25800423","Accepted",TRUE,FALSE,FALSE,2019-08-12
"2263","echinacea magnus","echinacea","","magnus",NA,NA,"","","",FALSE,"1.1","","","echinacea","","magnus",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2264","echinacea magnus","echinacea","","magnus",NA,NA,"","","",FALSE,"1.1","","","echinacea","","magnus",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2265","rudbeciak 'goldsturm'","rudbeciak","","'goldsturm'",NA,NA,"","","",FALSE,"1.1","","","rudbeciak","","'goldsturm'",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2266","lagerstroemia","lagerstroemia","",NA,NA,NA,"","","",FALSE,"1.1","","","lagerstroemia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2267","lagerstroemia","lagerstroemia","",NA,NA,NA,"","","",FALSE,"1.1","","","lagerstroemia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2268","lagerstroemia","lagerstroemia","",NA,NA,NA,"","","",FALSE,"1.1","","","lagerstroemia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2269","butterfly weed","butterfly","","weed",NA,NA,"","","",FALSE,"1.1","","","butterfly","","weed",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2270","henry duelberg salvia","henry","","duelberg",NA,NA,"salvia","","",FALSE,"1.1","","","henry","","duelberg",NA,"salvia","","","",FALSE,FALSE,FALSE,2019-08-12
"2271","passion vine","passion","","vine",NA,NA,"","","",FALSE,"1.1","","","passion","","vine",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2272","crape myrtle","crape","","myrtle",NA,NA,"","","",FALSE,"1.1","","","crape","","myrtle",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2273","tall red canna","tall","","red",NA,NA,"canna","","",FALSE,"1.1","","","tall","","red",NA,"canna","","","",FALSE,FALSE,FALSE,2019-08-12
"2274","butterfly weed","butterfly","","weed",NA,NA,"","","",FALSE,"1.1","","","butterfly","","weed",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2275","henry duelberg salvia","henry","","duelberg",NA,NA,"salvia","","",FALSE,"1.1","","","henry","","duelberg",NA,"salvia","","","",FALSE,FALSE,FALSE,2019-08-12
"2276","zexmenia","zexmenia","",NA,NA,NA,"","","",FALSE,"1.1","","","zexmenia","",NA,NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2277","crape myrtle","crape","","myrtle",NA,NA,"","","",FALSE,"1.1","","","crape","","myrtle",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2278","achillea x moonsjine","achillea","×","moonsjine",NA,NA,"","","",FALSE,"1.1","","","achillea","","moonsjine",NA,"","","","",FALSE,FALSE,FALSE,2019-08-12
"2279","tall red canna","tall","","red",NA,NA,"canna","","",FALSE,"1.1","","","tall","","red",NA,"canna","","","",FALSE,FALSE,FALSE,2019-08-12
"2280","blue and black salvia","blue","","and",NA,NA,"black","salvia","",FALSE,"1.1","","","blue","","and",NA,"black","","","",FALSE,FALSE,FALSE,2019-08-12
"2281","conoclinium greggii","conoclinium","","greggii",NA,NA,"","","gcc-114425",TRUE,"1.1","Accepted","Compositae","Conoclinium","","greggii","","","(A.Gray) Small","gcc-114425","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2282","salvia greggii","salvia","","greggii",NA,NA,"","","kew-182763",TRUE,"1.1","Accepted","Lamiaceae","Salvia","","greggii","","","A.Gray","kew-182763","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2283","salvia guaranitica","salvia","","guaranitica",NA,NA,"","","kew-182769",TRUE,"1.1","Synonym","Lamiaceae","Salvia","","coerulea","","","Benth.","kew-182389","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2284","echinacea purpurea","echinacea","","purpurea",NA,NA,"","","gcc-135149",TRUE,"1.1","Accepted","Compositae","Echinacea","","purpurea","","","(L.) Moench","gcc-135149","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2285","melampodium leucanthum","melampodium","","leucanthum",NA,NA,"","","gcc-124679",TRUE,"1.1","Accepted","Compositae","Melampodium","","leucanthum","","","Torr. & A.Gray","gcc-124679","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2286","phlox paniculata","phlox","","paniculata",NA,NA,"","","tro-25800423",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","paniculata","","","L.","tro-25800423","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2287","verbena bonariensis","verbena","","bonariensis",NA,NA,"","","kew-212118",TRUE,"1.1","Accepted","Verbenaceae","Verbena","","bonariensis","","","L.","kew-212118","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2288","cosmos sulphureus","cosmos","","sulphureus",NA,NA,"","","gcc-129696",TRUE,"1.1","Accepted","Compositae","Cosmos","","sulphureus","","","Cav.","gcc-129696","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2289","asclepias curassivica","asclepias","","curassivica",NA,NA,"","","kew-2654713",TRUE,"1.1","Accepted","Apocynaceae","Asclepias","","curassavica","","","L.","kew-2654713","Accepted",TRUE,FALSE,FALSE,2019-08-12
"2290","echinacea purpurea","echinacea","","purpurea",NA,NA,"","","gcc-135149",TRUE,"1.1","Accepted","Compositae","Echinacea","","purpurea","","","(L.) Moench","gcc-135149","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2291","callicarpa americana","callicarpa","","americana",NA,NA,"","","kew-30660",TRUE,"1.1","Accepted","Lamiaceae","Callicarpa","","americana","","","L.","kew-30660","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2292","plumbago auriculata","plumbago","","auriculata",NA,NA,"","","kew-2570524",TRUE,"1.1","Accepted","Plumbaginaceae","Plumbago","","auriculata","","","Lam.","kew-2570524","Accepted",FALSE,FALSE,FALSE,2019-08-12
"2293","salvia guaranitica","salvia","","guaranitica",NA,NA,"","","kew-182769",TRUE,"1.1","Synonym","Lamiaceae","Salvia","","coerulea","","","Benth.","kew-182389","Accepted",FALSE,FALSE,FALSE,2019-08-12
